passenger_id,first_name,last_name,totl_spent,spend_rank
1347,Amber,Williams,411.00,769
1201,Theresa,Greene,403.00,772
375,Brianna,Henry,397.00,773
769,Derek,Mitchell,396.00,774
1268,Robert,Kennedy,396.00,774
839,Ryan,Gibbs,396.00,774
549,Shawna,Harris,396.00,774
822,Steven,Maldonado,396.00,774
1248,Adam,Solis,396.00,774
440,Justin,Leblanc,395.00,780
308,Ariana,Oneill,395.00,780
941,David,Kelley,395.00,780
165,Lisa,Garcia,395.00,780
1411,Bradley,Baker,395.00,780
947,Alexis,Levine,391.00,785
1220,John,Calderon,391.00,785
192,Linda,Morrow,391.00,785
499,Wesley,Shaffer,386.00,788
128,Jose,Garcia,386.00,788
1273,Paul,Preston,386.00,788
116,Jennifer,Schmitt,380.00,791
282,Tracy,Smith,371.00,792
24,Samantha,Hughes,370.00,793
1462,Julie,Smith,370.00,793
93,Cynthia,Steele,370.00,793
1474,Katrina,Osborne,367.00,796
241,Kelly,Sanders,367.00,796
926,Nancy,Logan,367.00,796
1006,Tiffany,Adams,367.00,796
1437,Susan,Richard,364.00,800
566,Bobby,Landry,361.00,801
985,James,Bradford,359.00,802
796,Theresa,Garner,355.00,803
247,Lori,Chang,355.00,803
597,Nicole,Thompson,355.00,803
1468,Melody,Meyer,355.00,803
95,Kimberly,Cunningham,355.00,803
873,Cassie,Conley,349.00,808
960,Jessica,Smith,336.00,809
782,Frederick,Collins,334.00,810
598,Michael,Cochran,334.00,810
252,Tonya,Sims,334.00,810
1093,Gregory,Miller,334.00,810
281,Paul,Sparks,330.00,814
590,Anthony,Diaz,328.00,815
1025,Karen,Blair,328.00,815
673,Amanda,Garcia,326.00,817
1243,Carlos,Boyd,326.00,817
856,James,West,320.00,819
382,Rachel,Chambers,320.00,819
1298,Dillon,Galvan,320.00,819
1092,Jennifer,Collins,320.00,819
77,Deanna,Rivera,320.00,819
1368,Kayla,Long,320.00,819
984,Bianca,Maxwell,320.00,819
893,Michelle,Ray,320.00,819
961,Steven,Romero,318.00,827
1111,Ryan,Hernandez,316.00,828
175,Angela,Peters,314.00,829
104,Kylie,Wright,314.00,829
1318,Lynn,Powell,314.00,829
658,Heather,Osborn,314.00,829
47,Christopher,Long,309.00,833
858,Patricia,Chapman,309.00,833
752,Steven,Roman,299.00,835
639,Sandra,Rodriguez,299.00,835
1494,Emily,Perez,296.00,837
179,Melissa,Welch,296.00,837
19,Ashley,Mckinney,292.00,839
815,Karen,Hawkins,292.00,839
833,Lindsay,Shaffer,292.00,839
1497,Isabel,White,292.00,839
778,Jeremy,Johnson,284.00,843
1230,Anthony,Ward,284.00,843
795,Francis,Peterson,284.00,843
1401,Craig,Sanchez,284.00,843
369,Sean,Wood,284.00,843
548,Morgan,Wright,279.00,848
54,Timothy,Castro,279.00,848
491,Daniel,White,278.00,850
930,Allison,Perez,272.00,851
760,Cody,Bruce,265.00,852
194,Wendy,Chan,265.00,852
755,Carly,Schultz,265.00,852
586,Ann,May,265.00,852
1355,Shelly,Smith,265.00,852
1417,Karen,Williams,265.00,852
1499,James,Morris,265.00,852
968,Vincent,Benson,265.00,852
197,Charles,Velazquez,256.00,860
1125,Brooke,Pierce,248.00,861
1042,Danielle,Castillo,248.00,861
203,Jason,King,247.00,863
626,Ashley,Torres,247.00,863
50,Catherine,Robertson,247.00,863
35,Julia,Kline,241.00,866
160,Brandon,Martin,241.00,866
1261,Raymond,Hernandez,241.00,866
1102,Kylie,Odonnell,241.00,866
18,Keith,Wilson,239.00,870
980,Rachel,Malone,239.00,870
733,Jennifer,Harris,239.00,870
1263,Angela,Barry,237.00,873
268,Suzanne,Miller,237.00,873
1405,Jordan,Cox,237.00,873
1265,Erica,Johnson,237.00,873
1059,Edward,Choi,237.00,873
773,Carmen,Kelly,226.00,878
757,Lawrence,Taylor,226.00,878
162,Heather,Thompson,226.00,878
275,Alexander,Davis,224.00,881
196,Erin,Mosley,224.00,881
39,Melissa,Hayes,224.00,881
1106,Laura,Manning,224.00,881
713,Eric,Rojas,220.00,885
59,Patrick,Griffin,210.00,886
1472,Matthew,Miller,210.00,886
1307,Darlene,Wilson,210.00,886
988,Melinda,Rice,210.00,886
80,Kelsey,Phillips,210.00,886
1365,Jared,Thomas,200.00,891
457,Robin,Smith,199.00,892
411,Victoria,Tran,192.00,893
1397,Ashley,Jones,192.00,893
1438,William,Walker,192.00,893
481,Justin,Moore,174.00,896
738,Eric,Benson,174.00,896
614,Carol,Daugherty,174.00,896
539,Anthony,Quinn,174.00,896
1017,Brittney,Mason,172.00,900
1487,Marissa,Cox,172.00,900
891,Darren,Reyes,172.00,900
1148,Paige,Williams,172.00,900
1414,Ryan,Vasquez,165.00,904
899,Benjamin,Johnson,150.00,905
433,Jocelyn,Bauer,144.00,906
66,Carlos,Wheeler,144.00,906
107,Amanda,Myers,144.00,906
937,Nicole,Duran,142.00,909
460,Jessica,Lopez,124.00,910
1360,Heather,Mendoza,123.00,911
667,Karen,Norman,123.00,911
1498,Drew,Harris,120.00,913
6,Jimmy,Medina,118.00,914
888,James,Ramirez,118.00,914
1311,Adam,Cardenas,118.00,914
721,Katherine,Rodriguez,100.00,917
1390,Elizabeth,Rivas,100.00,917
1151,Michael,Williams,92.00,919
1291,Mitchell,Sanchez,92.00,919
52,Ashley,Graves,82.00,921
551,Joshua,Cruz,74.00,922
1051,Darryl,Hull,73.00,923
925,Rodney,Diaz,73.00,923
764,Samuel,Griffin,62.00,925
201,Rodney,Barnes,62.00,925
1369,Monica,Pruitt,58.00,927
583,Donald,Sawyer,58.00,927
1277,Anthony,Martin,58.00,927
745,Joy,Potts,58.00,927
946,Nathan,Garza,50.00,931
85,Nicholas,Velasquez,50.00,931
916,Amanda,Patel,50.00,931
401,Brandy,Marshall,50.00,931
91,Michael,Gonzalez,50.00,931
768,Dennis,Williams,50.00,931
81,Jacob,Cole,50.00,931
355,Andrew,Martin,50.00,931
1164,Jill,Moreno,50.00,931
265,Jennifer,Sullivan,50.00,931
1137,Eric,Buchanan,50.00,931
1235,Emily,Lopez,50.00,931
545,Trevor,Shaffer,50.00,931
1103,Lori,Grant,50.00,931
1317,Paul,Avila,50.00,931
883,Nicole,Moses,50.00,931
1000,Catherine,French,50.00,931
977,Amy,Bennett,50.00,931
339,Margaret,Snyder,50.00,931
678,James,Bell,50.00,931
646,Omar,Griffin,50.00,931
